loss,delay,fast_recovery,md5_hash,ttc
1,0,True,None,2.077263116836548
1,0,True,None,3.107118606567383
1,0,True,None,8.093099355697632
1,0,True,None,4.079290151596069
1,0,True,None,2.083514451980591
1,0,False,None,4.085723876953125
1,0,False,None,4.090544939041138
1,0,False,None,4.0782790184021
1,0,False,None,2.066782236099243
1,0,False,None,4.0740368366241455
1,20,True,None,3.2108025550842285
1,20,True,None,3.2430455684661865
1,20,True,None,3.2165021896362305
1,20,True,None,7.206324338912964
1,20,True,None,3.206418752670288
1,20,False,None,3.2095930576324463
1,20,False,None,3.2116942405700684
1,20,False,None,3.207747459411621
1,20,False,None,3.203859567642212
1,20,False,None,7.21616792678833
1,40,True,None,4.335514545440674
1,40,True,None,4.332098722457886
1,40,True,None,6.253434896469116
1,40,True,None,6.334093809127808
1,40,True,None,8.342158079147339
1,40,False,None,4.327667236328125
1,40,False,None,4.326037406921387
1,40,False,None,4.330439329147339
1,40,False,None,4.322345018386841
1,40,False,None,4.336215019226074
1,60,True,None,7.471656322479248
1,60,True,None,13.484927654266357
1,60,True,None,5.514638900756836
1,60,True,None,5.469951868057251
1,60,True,None,5.4723734855651855
1,60,False,None,5.458575248718262
1,60,False,None,7.451227188110352
1,60,False,None,5.44966197013855
1,60,False,None,5.452862977981567
1,60,False,None,11.461745262145996
1,80,True,None,10.586774110794067
1,80,True,None,6.582086086273193
1,80,True,None,10.584820985794067
1,80,True,None,6.584644794464111
1,80,True,None,6.576689004898071
1,80,False,None,10.58088755607605
1,80,False,None,6.575380563735962
1,80,False,None,8.57381010055542
1,80,False,None,10.571204423904419
1,80,False,None,6.566159248352051
1,100,True,None,13.701380252838135
1,100,True,None,7.69684910774231
1,100,True,None,7.694297790527344
1,100,True,None,7.6950225830078125
1,100,True,None,9.724463939666748
1,100,False,None,7.69687557220459
1,100,False,None,9.700766563415527
1,100,False,None,7.705253839492798
1,100,False,None,9.70105528831482
1,100,False,None,9.700387477874756
1,120,True,None,8.813541889190674
1,120,True,None,8.810323715209961
1,120,True,None,10.808663129806519
1,120,True,None,8.80898118019104
1,120,True,None,8.8211350440979
1,120,False,None,8.81621503829956
1,120,False,None,8.807782888412476
1,120,False,None,8.815549850463867
1,120,False,None,10.830255508422852
1,120,False,None,10.82503890991211
1,140,True,None,9.936912059783936
1,140,True,None,9.936180830001831
1,140,True,None,9.938191413879395
1,140,True,None,9.936304330825806
1,140,True,None,9.929847478866577
1,140,False,None,9.931254386901855
1,140,False,None,11.944267511367798
1,140,False,None,9.9324312210083
1,140,False,None,11.94091534614563
1,140,False,None,9.93615460395813
1,160,True,None,11.053475141525269
1,160,True,None,13.061760663986206
1,160,True,None,11.061147451400757
1,160,True,None,13.069587230682373
1,160,True,None,13.06228232383728
1,160,False,None,13.060102939605713
1,160,False,None,11.062564611434937
1,160,False,None,11.059079885482788
1,160,False,None,11.05307912826538
1,160,False,None,11.056522846221924
1,180,True,None,18.19195795059204
1,180,True,None,14.182494640350342
1,180,True,None,12.184989213943481
1,180,True,None,12.184346437454224
1,180,True,None,12.189324855804443
1,180,False,None,16.18725347518921
1,180,False,None,12.179645538330078
1,180,False,None,12.182484149932861
1,180,False,None,12.177994012832642
1,180,False,None,14.176089525222778
1,200,True,None,15.30125093460083
1,200,True,None,14.892181396484375
1,200,True,None,15.300455093383789
1,200,True,None,13.296162605285645
1,200,True,None,13.30139970779419
1,200,False,None,15.297995805740356
1,200,False,None,15.302638053894043
1,200,False,None,13.300328254699707
1,200,False,None,13.29612135887146
1,200,False,None,15.29971432685852
